raw_material_id,raw_material_sku,suppliers
899,RM-C57-potassium-f8472195,"Jost Chemical,Prinova USA"
900,RM-C57-resveratrol-61a80a5b,"American Botanicals,Mueggenburg USA"
901,RM-C57-rice-flour-110edd38,Ingredion
902,RM-C57-selenium-e7d5f552,"Jost Chemical,Prinova USA"
903,RM-C57-silicon-dioxide-2a2a437f,"Ashland,Colorcon"
904,RM-C57-trace-mineral-concentrate-74f28e46,"Trace Minerals"
905,RM-C57-vegetable-magnesium-stearate-006c7e32,"Ashland,Colorcon"
906,RM-C57-vegetable-nutrients-4667fd2d,"Nutra Blend,Prinova USA"
907,RM-C57-vegetable-stearic-acid-d0876531,"Ashland,Colorcon"
908,RM-C57-vitamin-a-67ccef59,"Prinova USA,PureBulk"
909,RM-C57-vitamin-c-51069db6,"Prinova USA,PureBulk"
910,RM-C57-vitamin-d-d6cf0dcb,"Prinova USA,PureBulk"
911,RM-C57-vitamin-d3-9213116f,"Prinova USA,PureBulk"
912,RM-C57-vitamin-d3-cholecalciferol-528f4316,"Prinova USA,PureBulk"
913,RM-C57-vitamin-e-4ec68bfe,"Prinova USA,PureBulk"
915,RM-C57-zinc-6557a033,"Jost Chemical,Prinova USA"
916,RM-C58-blend-of-oils-coconut-and-or-palm-with-beeswax-and-or-carnauba-w-740c2381,"Koster Keunen,Strahl & Pitsch"
917,RM-C58-citric-acid-37ade881,"Prinova USA,Univar Solutions"
918,RM-C58-gelatin-c50b9920,"Capsuline,Darling Ingredients / Rousselot"
919,RM-C58-lactic-acid-24bdbce4,"Prinova USA,Univar Solutions"
920,RM-C58-natural-cherry-flavor-01fcd8a9,"Gold Coast Ingredients"
921,RM-C58-sugar-117cb796,"Ingredion,Prinova USA"
922,RM-C58-tapioca-syrup-7b1d82e3,"Ingredion,Nutra Food Ingredients"
923,RM-C58-vitamin-b12-0f254674,"Prinova USA,PureBulk"
925,RM-C59-ascorbic-acid-56e58451,"Prinova USA,PureBulk"
926,RM-C59-ascorbyl-palmitate-e1e4a88d,"Prinova USA,PureBulk"
927,RM-C59-bht-2d7917e1,"Spectrum Chemical,Univar Solutions"
928,RM-C59-beta-carotene-90830a92,"Prinova USA,PureBulk"
929,RM-C59-biotin-463a7b27,"Prinova USA,PureBulk"
930,RM-C59-calcium-carbonate-690f19e0,"Jost Chemical,PureBulk"
931,RM-C59-carboxymethylcellulose-sodium-133ab5ac,"Ashland,Colorcon"
932,RM-C59-cholecalciferol-509366a6,"Prinova USA,PureBulk"
933,RM-C59-chromium-picolinate-0dcb6cc2,"Jost Chemical,Prinova USA"
934,RM-C59-cupric-sulfate-5e195820,"Jost Chemical,PureBulk"
935,RM-C59-cyanocobalamin-8c510008,"Prinova USA,PureBulk"
936,RM-C59-d-calcium-pantothenate-038632c0,"Prinova USA,PureBulk"
937,RM-C59-folic-acid-b94e91e8,"Prinova USA,PureBulk"
938,RM-C59-hydroxypropyl-methylcellulose-abdbe801,"Ashland,Colorcon"
939,RM-C59-magnesium-oxide-4a98c9ca,"Jost Chemical,Prinova USA"
940,RM-C59-magnesium-stearate-4561c008,"Ashland,Colorcon"
941,RM-C59-maltodextrin-b4840597,Ingredion
942,RM-C59-manganese-sulfate-ef83585c,"Jost Chemical,PureBulk"
943,RM-C59-medium-chain-triglycerides-3a3179d8,"ADM,Cargill"
944,RM-C59-microcrystalline-cellulose-eb777a11,"Ashland,Colorcon"
945,RM-C59-nicotinamide-c2fc9f74,"Prinova USA,PureBulk"
946,RM-C59-phytonadione-9828ed92,"Prinova USA,PureBulk"
947,RM-C59-polyvinyl-alcohol-0b7755ed,"Ashland,Colorcon"
948,RM-C59-pyridoxine-hydrochloride-8e3b8cb3,"Prinova USA,PureBulk"
949,RM-C59-retinyl-acetate-66d8f431,"Prinova USA,PureBulk"
950,RM-C59-riboflavin-6d322379,"Prinova USA,PureBulk"
951,RM-C59-silica-632f3bc8,"Ashland,Colorcon"
952,RM-C59-sodium-selenite-4368f280,"Jost Chemical,PureBulk"
953,RM-C59-sodium-starch-glycolate-c3fc22e9,Ingredion
954,RM-C59-sorbitol-8ca4b855,"Nutra Food Ingredients,Prinova USA"
955,RM-C59-starch-8ddef958,Ingredion
956,RM-C59-thiamine-mononitrate-9971bee4,"Prinova USA,PureBulk"
957,RM-C59-zinc-oxide-b64ce7de,"Jost Chemical,PureBulk"
958,RM-C59-dl-tartaric-acid-03e26fb5,"Prinova USA,Univar Solutions"
959,RM-C60-b-vitamins-228430aa,"Prinova USA,PureBulk"
960,RM-C60-iron-99cff33a,"Jost Chemical,Prinova USA"
961,RM-C60-magnesium-glycinate-37b966a0,"Balchem,PureBulk"
962,RM-C60-organic-agave-inulin-powder-d12caa82,"Ingredion,Nutra Food Ingredients"
963,RM-C60-organic-food-complex-83c82fa3,"Nutra Blend,Prinova USA"
964,RM-C60-organic-food-complex-blend-20007d19,"Nutra Blend,Prinova USA"
965,RM-C60-vegan-capsule-hypromellose-e7b625d7,"Capsuline,Colorcon"
966,RM-C60-vitamin-a-f0d3ee67,"Prinova USA,PureBulk"
967,RM-C60-vitamin-c-26700f36,"Prinova USA,PureBulk"
968,RM-C60-vitamin-d3-301398bc,"Prinova USA,PureBulk"
969,RM-C60-vitamin-e-51bd7c78,"Prinova USA,PureBulk"
971,RM-C61-acesulfame-potassium-0fe24e86,"Cargill,Prinova USA"
972,RM-C61-artificial-flavors-1a59971a,"Gold Coast Ingredients"
973,RM-C61-natural-flavors-987592fa,"Gold Coast Ingredients"
974,RM-C61-salt-69aa56ac,"Jost Chemical,PureBulk"
975,RM-C61-silicon-dioxide-b7db8185,"Ashland,Colorcon"
976,RM-C61-sucralose-ca42d35b,"Prinova USA,Univar Solutions"
977,RM-C61-sunflower-lecithin-3bc12a21,"ADM,Cargill"
978,RM-C61-whey-protein-concentrate-1e516212,"Actus Nutrition,Prinova USA"
979,RM-C61-whey-protein-isolate-a098ef43,"Actus Nutrition,Prinova USA"
980,RM-C61-xanthan-gum-aaef1463,Ingredion
981,RM-C62-acesulfame-potassium-db0d2756,"Cargill,Prinova USA"
982,RM-C62-ascorbic-acid-vitamin-c-bafc417d,"Prinova USA,PureBulk"
983,RM-C62-biotin-bde34d3e,"Prinova USA,PureBulk"
984,RM-C62-calcium-060cf77f,"Jost Chemical,Prinova USA"
985,RM-C62-calcium-carbonate-f7674431,"Jost Chemical,PureBulk"
986,RM-C62-calcium-pantothenate-vitamin-b5-be397bac,"Prinova USA,PureBulk"
987,RM-C62-cane-sugar-3a174aee,"Ingredion,Prinova USA"
988,RM-C62-carboxymethylcellulose-sodium-4b2d41f6,"Ashland,Colorcon"
989,RM-C62-carnauba-wax-1b29fa95,"Koster Keunen,Strahl & Pitsch"
990,RM-C62-chromium-3b73995f,"Jost Chemical,Prinova USA"
991,RM-C62-citric-acid-1bf7cf36,"Prinova USA,Univar Solutions"
992,RM-C62-copper-ac5ea57f,"Jost Chemical,Prinova USA"
993,RM-C62-corn-oil-910491c6,"ADM,Cargill"
994,RM-C62-croscarmellose-sodium-f8a1a234,"Ashland,Colorcon"
995,RM-C62-cyanocobalamin-vitamin-b12-64ceac07,"Prinova USA,PureBulk"
996,RM-C62-dextrose-fee38410,"Ingredion,Prinova USA"
997,RM-C62-dipotassium-phosphate-e5d48242,"Jost Chemical,PureBulk"
998,RM-C62-folate-00e488da,"Prinova USA,PureBulk"
999,RM-C62-gelatin-f333c686,"Capsuline,Darling Ingredients / Rousselot"
1000,RM-C62-gum-acacia-5116cd9c,Ingredion
1001,RM-C62-iron-ce69dcf7,"Jost Chemical,Prinova USA"
1002,RM-C62-magnesium-27e501c9,"Jost Chemical,Prinova USA"
1003,RM-C62-magnesium-glycinate-91e40c88,"Balchem,PureBulk"
1004,RM-C62-magnesium-oxide-f01522b4,"Jost Chemical,Prinova USA"
1005,RM-C62-magnesium-silicate-a5115f01,"Ashland,Colorcon"
1006,RM-C62-magnesium-stearate-f03e0ce6,"Ashland,Colorcon"
1007,RM-C62-maltodextrin-e4ad06b4,Ingredion
1008,RM-C62-manganese-1e2d5f6c,"Jost Chemical,Prinova USA"
1009,RM-C62-microcrystalline-cellulose-c7cb2454,"Ashland,Colorcon"
1010,RM-C62-natural-and-artificial-flavors-8d2408fe,"Gold Coast Ingredients"
1011,RM-C62-natural-flavor-d8548a82,"Gold Coast Ingredients"
1012,RM-C62-niacinamide-5dd1cad0,"Prinova USA,PureBulk"
1013,RM-C62-niacinamide-vitamin-b3-6eb51d3f,"Prinova USA,PureBulk"
1014,RM-C62-pantothenic-acid-e361dd4c,"Prinova USA,PureBulk"
1015,RM-C62-pea-starch-b6c86033,Ingredion
1016,RM-C62-pharmaceutical-glaze-9e2f2a57,"Ashland,Colorcon"
1017,RM-C62-potassium-citrate-916cd876,"Jost Chemical,PureBulk"
1019,RM-C62-pyridoxine-hydrochloride-vitamin-b6-7b4a9792,"Prinova USA,PureBulk"
1020,RM-C62-riboflavin-98692789,"Prinova USA,PureBulk"
1021,RM-C62-rice-powder-2b0b6431,Ingredion
1022,RM-C62-salt-8c7e3d71,"Jost Chemical,PureBulk"
1023,RM-C62-silica-37e58489,"Ashland,Colorcon"
1024,RM-C62-silicon-dioxide-0de24b28,"Ashland,Colorcon"
1025,RM-C62-sodium-alginate-079fb879,"Ashland,Colorcon"
1026,RM-C62-sodium-citrate-b96411ba,"Jost Chemical,PureBulk"
1027,RM-C62-soy-lecithin-2621a336,"ADM,Cargill"
1028,RM-C62-soybean-oil-e3a6ee3c,"ADM,Cargill"
1029,RM-C62-starch-5debaa10,Ingredion
1030,RM-C62-stearic-acid-29ed75dd,"Ashland,Colorcon"
1031,RM-C62-stevia-leaf-extract-646b040d,"Cargill,Prinova USA"
1032,RM-C62-sucralose-c98ea80a,"Prinova USA,Univar Solutions"
1033,RM-C62-thiamin-3f27fbc4,"Prinova USA,PureBulk"
1034,RM-C62-vegetable-glycerin-45011119,Ingredion
1035,RM-C62-vegetable-magnesium-stearate-9a981b0a,"Ashland,Colorcon"
1036,RM-C62-vitamin-a-237ecc57,"Prinova USA,PureBulk"
1037,RM-C62-vitamin-b6-fc69f47f,"Prinova USA,PureBulk"
1038,RM-C62-vitamin-c-b1892692,"Prinova USA,PureBulk"
1039,RM-C62-vitamin-d3-58becc1b,"Prinova USA,PureBulk"
1040,RM-C62-vitamin-d3-cholecalciferol-c763da21,"Prinova USA,PureBulk"
1041,RM-C62-vitamin-e-4af75bd6,"Prinova USA,PureBulk"
1042,RM-C62-vitamin-k-c09d2fee,"Prinova USA,PureBulk"
1043,RM-C62-whey-protein-concentrate-ea7872cd,"Actus Nutrition,Prinova USA"
1044,RM-C62-whey-protein-isolate-fe1d5c8c,"Actus Nutrition,Prinova USA"
1045,RM-C62-xanthan-gum-91be16c3,Ingredion
1046,RM-C62-zinc-e3a68036,"Jost Chemical,Prinova USA"
